,hero_id,hero_name,hero_gender,hero_degree_centrality,hero_eigenvector_centrality
218,218,"SCARLOTTI, MICHAEL J",Male,0.0010894941634241246,0.0008030650112046644
219,219,"STONE, LT. MARCUS",Male,0.025525291828793775,0.01985651444800699
220,220,BLIZZARD/PROF. GREGO,,0.008715953307392997,0.007758538898532004
221,221,"MENGOCHAUZERAUS, STA",Male,0.0037354085603112843,0.0013093384105770818
222,222,STRONGARM/,Male,0.00840466926070039,0.010287245308339708
223,223,DEATH ADDER,Female,0.01463035019455253,0.01261741244769238
224,224,HAUS,Male,0.0020233463035019454,0.0014028203874821964
225,225,DIRGE/,Male,0.001245136186770428,0.0015080094976388165
226,226,"MEACHUM, JOY",Female,0.010583657587548638,0.005181630791923612
227,227,PUMPKIN,Male,0.000622568093385214,0.00041549133084153113
228,228,PROWLER/HOBIE BROWN,Female,0.023346303501945526,0.016673142863203524
229,229,FOOL,Male,0.0056031128404669265,0.007523453554277368
230,230,RYDER,Male,0.0014007782101167316,0.0008732311453153671
231,231,"SHERIDAN, RICHARD RI",Male,0.01105058365758755,0.006708776485227185
232,232,EDDA,Female,0.005291828793774319,0.00406359754389401
233,233,HOLOCAUST,Male,0.012295719844357978,0.012674019937642955
234,234,METABO,Male,0.002334630350194553,0.0019047089020426734
235,235,"KARIM, MERYET",Female,0.002957198443579767,0.002482843963231198
236,236,BOSHLOVOR,Female,0.0014007782101167316,0.0018309605956933453
237,237,UNIT 101101,,0.0032684824902723736,0.00031073727373203834
238,238,"BOLT, COUNCILMAN AND",Female,0.0037354085603112843,0.0032200072818000347
239,239,"BYRNE, JOHN",Male,0.006692607003891051,0.007997215671877236
240,240,MOONGLOW/,Male,0.0031128404669260703,0.0007763922242673268
241,241,DAYDREAMER/CATHERINE,Female,0.006070038910505837,0.002768225781618297
242,242,CHARM,Female,0.013385214007782103,0.009003204841323276
243,243,WEED,Male,0.0017120622568093386,0.0018868374004210283
244,244,NOMAD II/EDWARD FERB,Male,0.0010894941634241246,0.0021793957480452384
245,245,"PARADY, CAPT. RONALD",Male,0.0010894941634241246,0.0008135970044083964
246,246,RAZORBLADE II/,Male,0.000622568093385214,0.00023931087323169598
247,247,DRAGONUS,Male,0.0015564202334630351,0.000875355267308082
248,248,WYNTER,Male,0.002957198443579767,0.0011185480340313962
249,249,"MENDOSA, EMILIO",Male,0.000622568093385214,2.5290385366170212e-05
250,250,DR. STRANGE/STEPHEN ,Male,0.16607003891050584,0.0834729231137203
251,251,"CHALKER, PROF. VIC",Male,0.0038910505836575876,0.0026824292511367586
252,252,ASTRA II,Male,0.005291828793774319,0.005065066877109837
253,253,"MESSENGER, TOBIAS",Male,0.002957198443579767,0.0039240900738380475
254,254,SASQUATCH II,Male,0.009338521400778212,0.004260653577145559
255,255,YGMLOSVORRAICH,,0.0017120622568093386,0.0008069965208297898
256,256,"DUNCAN, FRED",Male,0.0037354085603112843,0.0036093379964035467
257,257,THUNDERBOLT/BILLY CA,Male,0.002490272373540856,0.0014761303894919825
258,258,"MASTERS, DR. AUGUST",Female,0.005447470817120623,0.005651876773275131
259,259,"DARLEGUNG, GEN.",Male,0.0009338521400778211,8.483276275750811e-18
260,260,ODIN [ASGARDIAN],Female,0.06583657587548639,0.043166266779100036
261,261,DECAY II/YOSHIRO HAC,Male,0.005914396887159534,0.0076804090675953165
262,262,PAYBACK/,Male,0.000311284046692607,0.0001860780055420988
263,263,"RALEIGH, RICHARD",Male,0.002334630350194553,0.002201566805476017
264,264,HAMMERHAND II/BRON,Male,0.0037354085603112843,0.00022918478211173175
265,265,"KOLE, MICHELLE",Male,0.0007782101167315176,0.0004059447926197226
266,266,RED GUARDIAN IV,Male,0.002957198443579767,0.0027148236007272517
267,267,EITRI,Male,0.009649805447470818,0.00891125799298781
268,268,"FITZGERALD, KENNY",Female,0.001245136186770428,0.001000304370562427
269,269,NEZARR,Male,0.017120622568093387,0.01626252297260177
270,270,CONUNDRUM/,Male,0.002334630350194553,0.0013654188123863051
271,271,MORNING STAR/ZVEZDA ,Male,0.0020233463035019454,0.0029192182560054017
272,272,"SINGH, DR.",Male,0.0032684824902723736,0.001025216379783284
273,273,VIPER/JORDON DIXON,Male,0.0031128404669260703,0.0022386586828182196
274,274,"CONRAD, LUTHER DUTCH",Male,0.000311284046692607,0.00012852390805714861
275,275,IMPULSE II/DWIGHT HU,Male,0.0062256809338521405,0.004016182188173338
276,276,EQUINOX/TERRY SORENS,Male,0.0020233463035019454,0.0033193024705048097
277,277,SHIP,,0.027237354085603113,0.022252929536159486
278,278,"LOWELL, DR.",Male,0.0018677042801556422,0.001070272977010356
279,279,BOLT II/CHRIS BRADLE,Male,0.023657587548638136,0.021433603871067256
280,280,"CHADWICK, DR. HESPER",Male,0.004202334630350195,0.002313746557575267
281,281,COPPER,Male,0.0034241245136186773,0.0013097403364003006
282,282,ATOM-SMASHER/,Male,0.001245136186770428,0.001319367813829906
283,283,BRAHMANES,Male,0.0009338521400778211,0.0004836997568482724
284,284,DINAH-SOAR,Female,0.015875486381322957,0.012788869025677368
285,285,NOVA 0:0,Male,0.0015564202334630351,0.001643524085085718
286,286,QUORUM/,Female,0.0017120622568093386,0.00028440617431297433
287,287,B'ARR,Male,0.0032684824902723736,0.002406016255770166
288,288,BLIZZARD II/DONALD G,Male,0.010116731517509728,0.0074446953606068155
289,289,OVERRIDE/DR. GREGORY,Male,0.009805447470817122,0.0036635443207032213
290,290,DR. OCTOPUS/OTTO OCT,Male,0.03610894941634241,0.026481790595419205
291,291,"DONNELY, VICTORIA TO",Female,0.0031128404669260703,0.0014070241108351364
292,292,RINTRAH DOPPELGANGER,Male,0.0015564202334630351,0.0016938703509785334
293,293,NULLITRON,Male,0.0014007782101167316,0.0012551817350254341
294,294,"GROVES, GEN. MCALLIS",Male,0.0014007782101167316,0.0013551188373651913
295,295,VOLLA,Female,0.0068482490272373546,0.005189858709511715
296,296,"WING, PROFESSOR",Female,0.0026459143968871595,0.0010524926858243662
297,297,"PUSHKIN, IVAN",Male,0.0014007782101167316,0.000527918886274758
298,298,FRIDAY,,0.009182879377431907,0.00711842081025295
299,299,"BENNETT, MITCH",Male,0.0015564202334630351,0.0023587686309955395
300,300,"LEIGHTON, BRIAN",Male,0.000622568093385214,0.00020746562290682792
301,301,GRIEFSAVOR,,0.0017120622568093386,0.0008069965208297898
302,302,TALISMAN III/NAHITA,Male,0.001245136186770428,0.0009284372728844524
303,303,STILT-MAN/WILBUR DAY,Male,0.020233463035019456,0.01649045365839848
304,304,SUPER-NOVA,Male,0.002957198443579767,0.005365615305711189
305,305,"KITAGOWA, DR. KITTY",Male,0.001245136186770428,0.0011337580147507925
306,306,AMAZO-MAXI-WOMAN/,Female,0.0009338521400778211,8.483276275750811e-18
307,307,HECTOR II,Male,0.010428015564202335,0.005875309761671828
308,308,"CONNORS, BILLY",Male,0.00840466926070039,0.006124770030895989
309,309,KORATH THE PURSUER,Male,0.009494163424124515,0.008641436226652489
310,310,BLACK PANTHER | MUTA,Female,0.007470817120622569,0.00037838920925705285
311,311,HAG/,Male,0.0037354085603112843,0.0014859424066594488
312,312,"ALRAUNE, MARLENE",Female,0.0132295719844358,0.010505269421520691
313,313,PLANTMAN/SAM SMITHER,,0.026303501945525293,0.02502850437458117
314,314,"PALMIOTTI, JIMMY",Male,0.006070038910505837,0.005328351842636918
315,315,FURGAR,Male,0.006692607003891051,0.0049435461072614
316,316,MOTHER INFERIOR,Female,0.004513618677042802,0.0028134571052308766
317,317,VAGUE/,Female,0.002178988326848249,0.0017033463631818025
318,318,MUSTANG/,Male,0.0017120622568093386,0.002293210716063652
319,319,ARROW,Female,0.0010894941634241246,0.00037285481844811683
320,320,"DIAMOND, CHUCKY",Male,0.0017120622568093386,0.0019489299405341105
321,321,"GYRICH, HENRY PETER ",Male,0.0020233463035019454,0.0008936480768717052
322,322,TARANTULA/ANTON MIGU,Male,0.0062256809338521405,0.006337779076885205
323,323,LOOTER/NORTON G. FES,Male,0.010739299610894943,0.00810051321644546
324,324,COMPUTO,Male,0.0007782101167315176,0.0011050537047378624
325,325,"SUN, LIN",Male,0.006536964980544747,0.003800238130451779
326,326,SQUIRREL GIRL/,Female,0.000311284046692607,0.0006830033121058979
327,327,JOCASTA,Female,0.03377431906614786,0.033941491140086495
328,328,ENCHANTER,Male,0.0009338521400778211,0.0008965097266074674
329,329,DESAK/DESAK STERIXIA,Male,0.0017120622568093386,0.0011635474729770516
330,330,THUNDERSTRIKE/ERIC K,Male,0.08311284046692607,0.05674060609532334
331,331,"MERIDIAN, DR. ROBERT",Male,0.000622568093385214,0.00020746562290682792
332,332,BI-BEAST,Male,0.000622568093385214,0.0007666705317392784
333,333,ZEY-ROGG,Male,0.002957198443579767,0.0006868599188463185
334,334,TULAK,Female,0.0020233463035019454,0.0028769358739870713
335,335,SUPER-PATRIOT,Male,0.0007782101167315176,0.0007532131053342391
336,336,RETREAD,Male,0.0017120622568093386,0.0004986320458874813
337,337,"COFFIN, WARDEN JOHNS",Male,0.0014007782101167316,0.0007813776586296357
338,338,"HALFTREE, HORACE",Male,0.0018677042801556422,0.00018483196977858173
339,339,SPANKER/FRED HOVEL,Male,0.0015564202334630351,0.0004620564393389005
340,340,SELENE,Female,0.02879377431906615,0.02201375479722771
341,341,ZIRAN,,0.023657587548638136,0.022746607369341518
342,342,RAGA,Male,0.00046692607003891054,0.0004699437423395905
343,343,EARTH-LORD/KYLE BROC,Male,0.0032684824902723736,0.0021748365542610497
344,344,TECHNOCRAT/RANDY,Male,0.001245136186770428,0.0001233453968010631
345,345,"POGUE, BARTON",Male,0.002178988326848249,0.0020075512802230403
346,346,SHULK,Male,0.0026459143968871595,0.00016722733047708243
347,347,"OSBORN, NORMAN",Male,0.0018677042801556422,0.0014613760665851893
348,348,MUNIPOOR,Male,0.002178988326848249,0.0007747209818135233
349,349,"HINKLEY, ADMIRAL",Male,0.0026459143968871595,0.0037186600114111424
350,350,REIGNFIRE/,Male,0.007782101167315175,0.0029800159607430276
351,351,"SANDOVAL, DIEGO",Female,0.0018677042801556422,0.002004823016090218
352,352,GROWING MAN,Male,0.0088715953307393,0.00956088084541598
353,353,"BANNERJEE, DR.",Male,0.0015564202334630351,0.0008359234506314076
354,354,KRANG [ATLANTEAN],Male,0.012918287937743191,0.013817489173343422
355,355,DARKHAWK/CHRIS POWEL,Male,0.054785992217898836,0.04192155711129042
356,356,"MELTON, LORRIE",Female,0.0032684824902723736,0.005759688472698005
357,357,FORCE/CLAYTON WILSON,Male,0.004824902723735409,0.00503207752322987
358,358,BLOB/FRED J. DUKES,Male,0.06583657587548639,0.04486783060037186
359,359,COACHWHIP,Male,0.012140077821011674,0.011167802557873571
360,360,QUASAR DOPPELGANGER,Male,0.013852140077821012,0.01836923283533153
361,361,JENSKOT/ALIYA,Male,0.001245136186770428,0.0013101655360950183
362,362,AXIS/,Male,0.002334630350194553,0.0002671185861583006
363,363,HOFFMAN,Male,0.001245136186770428,6.958464627294045e-17
364,364,MASTER ELO,Male,0.0018677042801556422,0.0015165959192837528
365,365,"GROSS, CLIFFORD",Male,0.000311284046692607,0.00024753522568621045
366,366,"NICHOLS, LORNA",Female,0.000622568093385214,0.0010247676919128423
